iter	RMSE
504	715.8366803
505	715.1707626
506	714.7287691
507	713.9257713
508	713.3101756
509	712.5178409
510	711.7037115
511	710.9615001
512	710.4420226
513	710.1048804
514	709.447251
515	708.8713746
516	708.7704253
517	708.3554418
518	707.667374
519	707.0463169
520	706.2283631
521	705.6137796
522	704.9305277
523	704.6175024
524	704.2352694
525	703.8297395
526	702.7747605
527	702.1985884
528	701.6053672
529	701.0982995
530	700.5219903
531	700.0196917
532	699.5421887
533	699.0556786
534	698.2713373
535	697.9601189
536	697.6447387
537	697.403063
538	696.9297099
539	696.6096343
540	695.6629402
541	694.7665819
542	694.5138371
543	693.9282273
544	693.2892023
545	692.4803004
546	691.9243467
547	691.5165439
548	691.2146951
549	690.7083235
550	690.2885936
551	689.6835943
552	689.1040423
553	688.5860858
554	688.4504286
555	687.8306819
556	687.3352637
557	686.6298752
558	686.4100059
559	685.832557
560	685.508328
561	685.1202289
562	684.8534892
563	684.3381935
564	683.3166297
565	682.7135417
566	681.9254462
567	681.4643457
568	681.0851353
569	680.6371295
570	679.6216321
571	679.1135788
572	678.8681827
573	678.3941262
574	677.8020982
575	677.4878661
576	677.0291549
577	676.4485566
578	675.4875022
579	674.5975745
580	674.2012338
581	673.7089653
582	673.4145348
583	672.8550356
584	672.3073076
585	671.6411109
586	670.8691939
587	670.0494076
588	669.7026461
589	669.2683348
590	668.9182255
591	668.0165395
592	667.5831593
593	667.1641801
594	666.5088755
595	665.6185477
596	665.05061
597	664.4064943
598	663.6833958
599	663.1167362
600	662.7405751
601	662.1348262
602	661.8128001
603	661.3285346
604	660.7736969
605	660.4141306
606	660.0232068
607	659.5329772
608	659.1096832
609	658.3281542
610	657.9908248
611	657.5812323
612	657.0642706
613	656.4480511
614	655.949022
615	655.7291481
616	655.1859623
617	654.7793342
618	653.9625907
619	653.5012284
620	652.645727
621	652.1922274
622	651.7838598
623	651.4536643
624	650.9821195
625	650.9482722
626	650.9119474
627	650.4323774
628	649.9747591
629	649.5191415
630	648.8563511
631	648.4336585
632	647.8100525
633	647.1715387
634	646.7283945
635	646.4499112
636	645.9185262
637	645.2420124
638	644.97686
639	644.9427473
640	644.5597587
641	644.0894269
642	643.6738262
643	642.9951018
644	642.3721242
645	641.9061853
646	641.4844462
647	640.8629511
648	640.603129
649	639.9862707
650	639.3932332
651	638.9822027
652	638.6441489
653	638.0477977
654	637.8152534
655	637.4843521
656	637.1313879
657	636.7160079
658	636.4822666
659	635.4883312
660	635.0242207
661	634.4555289
662	634.1408863
663	633.412327
664	632.7304694
665	632.213615
666	631.8334518
667	631.173692
668	630.864402
669	630.2069856
670	629.6568962
671	629.4603303
672	628.9259724
673	628.6217202
674	628.0334148
675	627.3071176
676	626.9859593
677	626.4562712
678	626.1481941
679	625.5245692
680	624.9225085
681	624.6302636
682	624.0554967
683	623.6818001
684	623.4661414
685	623.1414301
686	622.490303
687	622.0826601
688	621.7281058
689	621.3702613
690	620.8809835
691	620.5993304
692	620.3604592
693	619.8616677
694	619.244511
695	618.7056344
696	618.3378093
697	618.0533437
698	617.4586088
699	616.8425638
700	616.2305884
701	615.8035049
702	615.5134454
703	614.9248754
704	614.5476639
705	614.0264148
706	613.6582151
707	613.1912547
708	612.7417103
709	612.3583622
710	611.7705218
711	611.4371927
712	611.0147325
713	610.7329155
714	610.1218931
715	609.6957908
716	609.3774011
717	608.9599264
718	608.7038828
719	608.2417216
720	607.9084823
721	607.6871139
722	607.1742092
723	606.6616174
724	606.3945626
725	605.9008544
726	605.5654062
727	605.3737979
728	604.72213
729	604.1848977
730	603.8176696
731	603.5969434
732	603.125625
733	602.6577286
734	602.1805399
735	601.7477625
736	601.3743532
737	600.7147189
738	600.2943579
739	599.518691
740	599.0196533
741	598.5571122
742	597.9530376
743	597.3802004
744	596.9236094
745	596.7231446
746	596.6537225
747	596.1326567
748	595.7525601
749	595.5137049
750	595.1292915
751	594.5237037
752	594.0257109
753	593.394302
754	592.9542211
755	592.3536911
756	592.2883504
757	591.9056344
758	591.5333095
759	591.3222597
760	590.9880105
761	590.5914078
762	590.3686121
763	589.7782487
764	589.4717742
765	588.8313536
766	588.3573711
767	587.8058184
768	587.2393195
769	586.8493196
770	586.5051445
771	586.2018857
772	585.8296688
773	585.534471
774	585.4345775
775	585.180443
776	585.0771396
777	584.8050493
778	584.3238402
779	584.067345
780	583.7485655
781	583.0753398
782	582.615562
783	582.4912137
784	581.9696796
785	581.6901139
786	581.3522381
787	581.1279383
788	580.6913812
789	580.4093799
790	580.2720832
791	580.108362
792	579.7195597
793	579.3097627
794	578.9716831
795	578.7426777
796	578.2320147
797	577.8888854
798	577.5621666
799	577.1236363
800	576.9096853
801	576.6895579
802	576.1202286
803	575.8499369
804	575.5230135
805	575.2606028
806	574.8528692
807	574.5934968
808	574.2871149
809	574.0810327
810	573.8646342
811	573.5399975
812	573.0193135
813	572.4260181
814	572.1580435
815	571.9621126
816	571.5458971
817	571.3873637
818	571.1046348
819	570.793876
820	570.4471691
821	570.1357023
822	569.8911091
823	569.492578
824	569.2240653
825	569.00862
826	568.5456888
827	568.2870602
828	568.099401
829	567.742724
830	567.4846777
831	567.2002445
832	566.8765109
833	566.6877576
834	566.3397772
835	566.0535955
836	565.7481176
837	565.3676664
838	564.9396823
839	564.7269177
840	564.1597775
841	563.8404261
842	563.4312546
843	563.3082233
844	562.9320599
845	562.5115333
846	562.1418168
847	561.6462755
848	561.4674158
849	561.2591486
850	561.0671728
851	560.6073918
852	560.4134007
853	560.3951001
854	560.1264607
855	560.1090498
856	559.8819561
857	559.8656262
858	559.4232772
859	559.3078735
860	559.0962896
861	559.0305816
862	558.8225914
863	558.7669473
864	558.517508
865	558.2834661
866	557.8773124
867	557.7649444
868	557.4691604
869	557.1275604
870	557.0784935
871	556.7977945
872	556.3116471
873	556.2985213
874	556.0705633
875	555.8797771
876	555.5741514
877	555.3813467
878	555.0584542
879	554.9543059
880	554.6244095
881	554.3808044
882	554.0849909
883	553.7770243
884	553.7638722
885	553.2636361
886	552.8979688
887	552.6275662
888	552.3939721
889	551.9994902
890	551.9141144
891	551.5632048
892	551.2265921
893	550.9031832
894	550.5544785
895	550.3144401
896	550.0254618
897	549.5313682
898	549.3442635
899	548.999817
900	548.7819911
901	548.3796963
902	548.1247608
903	547.5471319
904	547.3416109
905	547.1633118
906	546.6989614
907	546.4471592
908	546.1694957
909	545.8344119
910	545.749334
911	545.5908036
912	545.1974442
913	544.8706278
914	544.6283853
915	543.9821623
916	543.6994922
917	543.4216807
918	543.1826965
919	543.0547489
920	542.8581627
921	542.5055742
922	542.3026109
923	541.9017219
924	541.8225019
925	541.4170336
926	541.1459953
927	540.8794248
928	540.4095531
929	540.1127827
930	539.4835068
931	539.3013962
932	538.8294738
933	538.5697248
934	538.1916929
935	537.9903384
936	537.7399173
937	537.3631601
938	537.1475879
939	536.8901688
940	536.6996721
941	536.3632238
942	535.9794252
943	535.5898149
944	535.2342487
945	535.1977551
946	534.8226197
947	534.5947022
948	534.4214514
949	534.0162096
950	533.680663
951	533.4290082
952	533.201964
953	533.0511968
954	532.7372558
955	532.4487201
956	532.074246
957	531.9363826
958	531.729543
959	531.4464722
960	531.1248179
961	530.9811121
962	530.7382178
963	530.4232974
964	529.9777327
965	529.7193679
966	529.6563097
967	529.4415302
968	529.3014644
969	529.0292309
970	528.7039002
971	528.1530048
972	527.8574746
973	527.5510811
974	527.3048844
975	527.0873144
976	526.9875128
977	526.6699147
978	526.4443884
979	526.2341783
980	525.9385585
981	525.6202897
982	525.3219583
983	525.0843907
984	524.6795385
985	524.4576279
986	524.1467536
987	523.6569176
988	523.3384406
989	523.1220311
990	523.0056044
991	522.6262171
992	522.3266891
993	522.0186831
994	522.007694
995	521.7701691
996	521.4755977
997	521.3606613
998	520.9825152
999	520.8899821
